PCA Feature 1,PCA Feature 2,Subcluster,Centroid,fid,participant,VCL,VAP,VSL,LIN,WOB,STR,ALH Mean,ALH Max
-0.15775661643717004,-0.04815730505059734,0,False,ckz6rugcj000l386lzjazem8c,11,178.19513046695954,113.12368706647416,52.549880396677246,29.490076557631244,63.48304062520342,46.4534720882972,2.0540119646303827,15.852580295725176
-0.17139868309543987,0.4542158779540061,1,False,ckz6rurv1000t386llsdca8lh,11,408.7908824275821,175.6037268682894,118.91050345633155,29.08834530510761,42.956859953792595,67.71525045451895,6.358523192794598,30.867964903173657
-0.1446669392456545,0.2619136469693645,1,False,ckz6ruxwl0011386lwhdpziws,11,302.2281530877163,160.25983331009706,94.19612410657012,31.16722355088852,53.02611013328878,58.77712597161134,4.7684897546868195,26.041666666666195
-0.20783679490453516,-0.13060454928567838,0,False,ckz6rv5s20017386lyas5kerj,11,150.24114199834173,89.6585081651173,37.54659867253301,24.990890093838228,59.67640219754645,41.87734041189518,1.803173711013245,8.60656264350638
0.00817304649105588,0.037249357291964214,0,False,ckz6rvjnr001b386l6bprt2rz,11,213.1102877302696,118.38499075060506,115.78413194222246,54.33061593383452,55.5510444903735,97.80305020772298,2.815958684947836,13.04091173127795
-0.15112719836170385,0.17245985178350426,1,False,ckz6rvtvy001l386li54we947,11,264.42498017919115,163.07035422788016,70.49438837923343,26.659504079932976,61.66979916851023,43.22943229811234,3.244439645578488,17.957453106635224
-0.18704100085044945,0.04907880576179657,0,False,ckz6rvxvs001p386l9u5f2w3s,11,211.8529414754952,124.28928255865029,56.8928322446233,26.85487010394143,58.66771624364095,45.77452783813151,2.822635195277844,26.676922619482223
-0.11727040712795633,-0.03014283899204917,0,False,ckz6rvzvz001r386lcw1fqa7h,11,188.1980317352424,96.80941375305314,75.52159412531857,40.12879063026685,51.44018397027921,78.010589257325,3.2271250532025717,7.957175925925716
-0.04802034324870641,-0.03973142744108732,0,False,ckz6rw1y9001t386ll8rr5ixq,11,184.61500850708703,94.69161909565736,92.43726712392316,50.070288364650835,51.291398170383495,97.61926980099804,2.9825410458589765,7.095842481462851
-0.20373000270176217,0.0860514983132259,1,False,ckz6rw3in001v386l6bltg9jj,11,232.3981217386566,125.67910056705392,59.11968112616594,25.43896684012317,54.07922388821472,47.04018477171043,3.447039759284263,20.99047761653221
-0.08559322251655521,0.11001635070382171,1,False,cl4sse7t80004356hlgz3o2fx,11,237.42813015475383,144.48045146587958,89.47574395532689,37.685401429479846,60.8522888049147,61.92930811574702,3.0841595775720956,18.815693763278464
-0.11626572281319203,0.15860631300590983,1,False,cl4sseopo000g356h6ldd8ms6,11,254.5946984021599,159.99136196101273,80.44867861057082,31.59872499917238,62.84159213256242,50.28313880481551,3.3887476843023503,19.584760374248948
0.0399199964371737,0.4709156688277747,1,False,cl4swkq5u0003356p8vuhc7nn,11,392.2280399017359,206.63152846827987,193.28693252338337,49.279223528182015,52.68147797899581,93.54183940668813,5.2834393436341385,21.37338932681453
-0.14968506092318096,0.05480908292353659,1,False,cl4uq7un10007356p14ye3ifb,11,219.3365988619654,137.27268422939986,62.542523927077994,28.51440400351869,62.58539839755123,45.560793305798256,2.72090580222093,13.375461273494617
-0.04945063684020634,-0.15776177688338128,0,False,cl4uqf5bj000f356p05tutl57,11,139.8154578129749,98.95133839218572,61.49119426858616,43.9802545658723,70.77281721206296,62.1428626107822,1.2074285765825945,10.51391916503819
-0.13924737136039905,0.21664648026320432,1,False,cl4uqxtok000n356p228e7wni,11,285.7026974237862,170.72474703318875,79.76990131561992,27.92059789246451,59.75608510967283,46.72427559673743,3.358093193828683,16.63773148148155
-0.006846667623328528,0.10580383366222262,1,False,cl4ur3tl4000r356p5yynq6lr,11,237.61634221842908,162.77159131898435,103.41292694203727,43.52096576210016,68.5018504195963,63.5325403555086,2.0316198235196925,10.620410818184643
-0.026600652396490454,0.08229498517184436,1,False,cl4urtjol000z356puo72ztp3,11,229.73260856932168,151.61015719592191,98.16165993676842,42.728657698216225,65.99418260215056,64.74609732771177,2.2301992223280624,10.57663589865999
0.04511158905894719,0.1962406422571683,1,False,cl4urzbou001b356p2c0bz1ci,11,262.7844049238698,152.90538449877857,147.24495830155175,56.03260906757747,58.18662813840729,96.29808576344018,4.485158912950531,23.871527777777857
-0.10870793711270749,-0.07045894344052522,0,False,cl4us4ype001h356pnyet3ts9,11,166.98709737447697,115.07000932134922,58.307203952822704,34.91719113008227,68.90952123282852,50.67106911410046,1.9234212236688983,17.394568669821144
0.1634287964842327,-0.08743074620958857,2,False,ckz3vb89a00073867yfftbbpw,12,152.12023315830191,125.84383392560004,107.96614957023124,70.97422041016576,82.72655866536986,85.79375421290943,0.9848043931838194,34.874476302057886
-0.25321643051430676,0.40192320822755623,1,False,cl4usaxoi001q356pdh79ca33,12,353.756116774134,208.92220653063808,42.776579542598874,12.092110217817332,59.05825980785249,20.474884050358604,4.975474356886094,31.836922865546097
-0.35868190039569925,0.4403931021951025,1,False,cl4usazue001u356pderw22y6,12,376.0294758312904,208.21660698376473,3.885637334855168,1.0333331785401048,55.37241635737709,1.8661515001818,4.970597860760004,44.621442457439706
-0.10750769878765237,-0.15887205823293496,0,False,cl4usb282001y356py28e83k8,12,131.6695884656594,122.4835368303713,36.876854329597904,28.007115963012,93.02340673929888,30.10760081223735,0.3349295850711765,38.95518523679469
-0.2974739170885891,-0.2495079519037905,0,False,cl4usb4wg0022356ps8a9025m,12,96.3214119711898,87.86344996848952,3.92382139640579,4.073675121767758,91.21902199146533,4.465817581500602,0.3073466987994358,52.8661353894489
-0.2293055253076537,0.149408312233213,1,False,cl4usb6ng0026356pf3k6k434,12,234.3200355160888,177.3522379814972,29.335632197179027,12.519472409846404,75.68803819565822,16.54088639143057,1.8306356933516728,47.81424441452762
-0.2871595522183586,0.35065535878555654,1,False,cl4usbb0x002a356pyr8253q8,12,331.6882587046704,230.8878167905283,3.45592585472398,1.041919864218371,69.60988540631668,1.4967987062995836,3.226076195528808,17.194537505793672
