PCA Feature 1,PCA Feature 2,Cluster,Centroid,fid,participant,VCL,VAP,VSL,LIN,WOB,STR,ALH Mean,ALH Max
-0.4288696665866587,-0.0354732206892337,1,False,ckz3v9nzv00033867jsekqdcl,11,0.94055581564705,0.932248652987287,0.9060611466273248,96.33252291401816,99.11678153262513,97.19093116669602,0.0001076113516553,0.0546952058835134
-0.4325922520796769,-0.057358109592640705,1,False,ckz6ru2eb0001386lefk6js4m,11,0.2083333333333333,0.2039319248826283,0.2084751531654186,100.06807351940093,97.8873239436616,102.2278161133452,4.864878474941351e-05,0.030565336462965796
-0.41129456791505314,-0.013903228276037738,1,False,ckz6ru3um0003386l39xwv0yk,11,0.4494538857638609,0.442259162707803,0.3931045186991249,87.46270332740175,98.39922998021694,88.8855566705004,7.121338285384719e-05,0.045564113391496505
-0.422838876917489,-0.028352676067272597,1,False,ckz6ru83f0009386lx7517dwf,11,3.9969194033763182,3.98815459663752,3.8747881872186607,96.9443663023455,99.78071094625038,97.1574218934632,0.0004962636347144,0.0756974986403332
0.025985105615489584,-0.023553069811703298,1,False,ckz6rub67000d386ld3mx1dyi,11,54.00967212164442,31.756013199688613,5.700015521137304,10.553693990771364,58.79690054063921,17.94940531512689,0.4422851428095678,6.6279347119625065
-0.40601958113480996,-0.019114842938396104,1,False,ckz6ruchb000f386lxxpeu5na,11,6.4343949438024,6.3814102909546815,6.01856048721668,93.53731842360328,99.17654024487956,94.31395589385122,0.0005653467553445,0.1831161538178077
-0.42844045918760754,-0.04474416494953454,1,False,ckz6rudsb000h386lkwwvc8dz,11,2.294415413188749,2.267943291738121,2.2763178703023645,99.21123512410368,98.84623676695767,100.36925872859128,0.0002377730727339,0.0555671302853526
-0.41778134577559867,-0.02704682982074469,1,False,ckz6ruf3e000j386lbyqpxw51,11,5.715755204633907,5.703612631328399,5.559337417744498,97.263392477645,99.78755959849954,97.47045911232756,0.0008151908887659,0.0845612601774448
0.2850044208074011,0.054953455886546876,0,False,ckz6rugcj000l386lzjazem8c,11,178.19513046695954,113.12368706647416,52.549880396677246,29.490076557631244,63.48304062520342,46.4534720882972,2.0540119646303827,15.852580295725176
-0.41164573946388805,-0.015695945769393205,1,False,ckz6rui7o000n386lh32dwmkr,11,4.514652058333779,4.491710106200042,4.171818810814489,92.40620887081565,99.49183343838452,92.8781847487442,0.0006774928209629,0.1571553707189469
-0.3745052098380308,0.05242915388856784,1,False,ckz6ruj49000p386lndk3j9jv,11,2.409909282316419,2.388858426544198,1.657636038268529,68.78416753825684,99.12648762645593,69.39030039827519,0.0002955462453787,0.0808932298641245
0.7603685757845051,-0.047277956894728135,0,False,ckz6rurv1000t386llsdca8lh,11,408.7908824275821,175.6037268682894,118.91050345633155,29.08834530510761,42.956859953792595,67.71525045451895,6.358523192794598,30.867964903173657
-0.43759676459068797,-0.04553690826151813,1,False,ckz6rut1n000v386l8rfix41j,11,0.683948458458062,0.6796318132083282,0.6844140462446228,100.06807351940093,99.36886395511944,100.70365055657402,4.771189688597852e-05,0.029976703122600295
-0.43759676459068797,-0.04553690826151818,1,False,ckz6ruunj000x386l4qiqzsvd,11,0.683948458458062,0.6796318132083282,0.6844140462446228,100.06807351940093,99.36886395511944,100.70365055657402,4.771189689214568e-05,0.029976703122600295
-0.3765486081311631,0.056379731545203815,1,False,ckz6ruw8w000z386lc52x10qx,11,1.87158643191796,1.8620312777560748,1.275698360255848,68.16133834377828,99.48946230860986,68.51111340047876,0.000554043471596,0.18838202104737456
0.5737392898365005,0.016412456217403615,0,False,ckz6ruxwl0011386lwhdpziws,11,302.2281530877163,160.25983331009706,94.19612410657012,31.16722355088852,53.02611013328878,58.77712597161134,4.7684897546868195,26.041666666666195
-0.4403113078214277,-0.04424333836215849,1,False,ckz6rv4et0015386le3rdpw93,11,0.2083333333333333,0.2075455182072801,0.2084751531654186,100.06807351940093,99.62184873949444,100.44791858969948,8.707723838736686e-06,0.005470938375159
0.22060675393619406,0.009069246585482582,0,False,ckz6rv5s20017386lyas5kerj,11,150.24114199834173,89.6585081651173,37.54659867253301,24.990890093838228,59.67640219754645,41.87734041189518,1.803173711013245,8.60656264350638
-0.41426240283493654,-0.01974226648709232,1,False,ckz6rva9o0019386ll7e0plel,11,4.513175372949467,4.491595965702456,4.232154010385017,93.7733117075662,99.52185755119662,94.22383586372146,0.0008363637723162,0.1318586614622394
0.33548048349293275,-0.09775477628164403,0,False,ckz6rvjnr001b386l6bprt2rz,11,213.1102877302696,118.38499075060506,115.78413194222246,54.33061593383452,55.5510444903735,97.80305020772298,2.815958684947836,13.04091173127795
